列车名称,总车厢数,识别正确数,参与统计数,准确率(%),统计时间
20250915071121,14,14,14,100.00,2025-09-15 14:52:17
20250915023923,47,45,47,95.74,2025-09-15 14:52:17
20250915011538,54,54,54,100.00,2025-09-15 14:52:17
20250914223456,5,5,5,100.00,2025-09-15 14:52:17
20250914205408,45,45,45,100.00,2025-09-15 14:52:17
20250914144113,41,39,40,97.50,2025-09-15 14:52:18
20250914131155,52,49,49,100.00,2025-09-15 14:52:18
20250914053812,46,46,46,100.00,2025-09-15 14:52:18
20250914025851,48,45,48,93.75,2025-09-15 14:52:18
20250914015606,52,38,52,73.08,2025-09-15 14:52:19
20250913233648,50,50,50,100.00,2025-09-15 14:52:19
20250913193011,50,48,50,96.00,2025-09-15 14:52:19
20250913141814,3,3,3,100.00,2025-09-15 14:52:19
20250913102353,24,16,22,72.73,2025-09-15 14:52:19
20250913033323,52,52,52,100.00,2025-09-15 14:52:20
20250913020602,4,4,4,100.00,2025-09-15 14:52:20
20250912213641,53,50,53,94.34,2025-09-15 14:52:20
20250912191641,27,25,27,92.59,2025-09-15 14:52:20
20250912173509,50,42,50,84.00,2025-09-15 14:52:20
20250912105417,54,54,54,100.00,2025-09-15 14:52:21
20250912011842,2,2,2,100.00,2025-09-15 14:52:21
20250911194943,32,30,30,100.00,2025-09-15 14:52:21
20250911172234,49,48,49,97.96,2025-09-15 14:52:21
20250911152108,49,49,49,100.00,2025-09-15 14:52:21
20250911135733,52,52,52,100.00,2025-09-15 14:52:22
20250911051918,3,3,3,100.00,2025-09-15 14:52:22
20250910143325,50,50,50,100.00,2025-09-15 14:52:22
20250910111030,48,48,48,100.00,2025-09-15 14:52:22
20250910065809,53,49,52,94.23,2025-09-15 14:52:22
20250910050406,40,40,40,100.00,2025-09-15 14:52:23
20250909104620,48,47,48,97.92,2025-09-15 14:52:23
20250909070836,47,47,47,100.00,2025-09-15 14:52:23
20250908232102,53,53,53,100.00,2025-09-15 14:52:23
20250908221201,49,43,49,87.76,2025-09-15 14:52:24
20250908191824,54,54,54,100.00,2025-09-15 14:52:24
20250908064101,48,44,48,91.67,2025-09-15 14:52:24
20250907233120,30,29,30,96.67,2025-09-15 14:52:24
20250907201547,53,52,53,98.11,2025-09-15 14:52:24
20250907064725,53,51,53,96.23,2025-09-15 14:52:25
20250907013701,39,37,39,94.87,2025-09-15 14:52:25
20250906202646,53,50,53,94.34,2025-09-15 14:52:25
20250906111655,51,9,51,17.65,2025-09-15 14:52:25
20250906093103,50,50,50,100.00,2025-09-15 14:52:26
20250905202457,28,26,28,92.86,2025-09-15 14:52:26
20250905191640,49,49,49,100.00,2025-09-15 14:52:26
20250905142425,53,53,53,100.00,2025-09-15 14:52:26
20250905104404,49,49,49,100.00,2025-09-15 14:52:27
20250904192810,9,8,9,88.89,2025-09-15 14:52:27
20250904152353,48,48,48,100.00,2025-09-15 14:52:27
20250904140627,49,49,49,100.00,2025-09-15 14:52:27
20250904125455,52,47,47,100.00,2025-09-15 14:52:28
20250904105751,46,46,46,100.00,2025-09-15 14:52:28
20250904045901,51,49,51,96.08,2025-09-15 14:52:29
20250904042051,4,4,4,100.00,2025-09-15 14:52:30
20250903220316,49,48,49,97.96,2025-09-15 14:52:30
20250903194158,54,54,54,100.00,2025-09-15 14:52:31
20250903175021,49,49,49,100.00,2025-09-15 14:52:31
20250903143457,4,4,4,100.00,2025-09-15 14:52:32
20250903133505,50,48,50,96.00,2025-09-15 14:52:32
20250903125001,5,3,5,60.00,2025-09-15 14:52:32
20250903103419,51,51,51,100.00,2025-09-15 14:52:33
20250903092641,5,4,5,80.00,2025-09-15 14:52:33
20250903091553,42,42,42,100.00,2025-09-15 14:52:33
20250903043527,48,48,48,100.00,2025-09-15 14:52:33
20250903031328,53,53,53,100.00,2025-09-15 14:52:33
20250902235359,53,53,53,100.00,2025-09-15 14:52:34
20250902223651,46,38,46,82.61,2025-09-15 14:52:34
20250902203014,47,45,47,95.74,2025-09-15 14:52:35
20250902155811,11,9,9,100.00,2025-09-15 14:52:35
20250902154017,49,49,49,100.00,2025-09-15 14:52:35
20250902111938,51,51,51,100.00,2025-09-15 14:52:35
20250902102002,5,4,5,80.00,2025-09-15 14:52:35
20250902094845,47,45,47,95.74,2025-09-15 14:52:36
20250902054353,53,52,53,98.11,2025-09-15 14:52:36
20250901225307,3,3,3,100.00,2025-09-15 14:52:36
20250901211017,53,53,53,100.00,2025-09-15 14:52:36
20250901195710,53,53,53,100.00,2025-09-15 14:52:36
20250901151013,49,48,49,97.96,2025-09-15 14:52:37
20250901135138,54,53,54,98.15,2025-09-15 14:52:37
20250901013938,54,53,54,98.15,2025-09-15 14:52:37
20250831212027,50,50,50,100.00,2025-09-15 14:52:37
20250831195223,52,52,52,100.00,2025-09-15 14:52:38
20250830213042,3,2,3,66.67,2025-09-15 14:52:38
20250830200452,51,21,51,41.18,2025-09-15 14:52:38
20250830163834,15,15,15,100.00,2025-09-15 14:52:38
20250830152624,51,51,51,100.00,2025-09-15 14:52:39
20250830012847,4,3,4,75.00,2025-09-15 14:52:39
20250829194312,29,26,29,89.66,2025-09-15 14:52:39
20250829182328,16,15,16,93.75,2025-09-15 14:52:39
20250829180104,35,35,35,100.00,2025-09-15 14:52:39
20250829103407,34,34,34,100.00,2025-09-15 14:52:39
20250829081507,52,52,52,100.00,2025-09-15 14:52:40
20250829071422,5,5,5,100.00,2025-09-15 14:52:40
20250829065928,42,42,42,100.00,2025-09-15 14:52:40
20250829051822,3,3,3,100.00,2025-09-15 14:52:40
20250829021256,51,50,51,98.04,2025-09-15 14:52:40
20250828203905,27,26,26,100.00,2025-09-15 14:52:40
20250828193138,53,52,53,98.11,2025-09-15 14:52:41
20250828144150,11,11,11,100.00,2025-09-15 14:52:41
20250828132944,50,50,50,100.00,2025-09-15 14:52:41
20250828102302,4,3,4,75.00,2025-09-15 14:52:41
20250828023942,49,49,49,100.00,2025-09-15 14:52:41
20250828011207,52,50,52,96.15,2025-09-15 14:52:41
20250827200828,54,54,54,100.00,2025-09-15 14:52:42
20250827150243,53,53,53,100.00,2025-09-15 14:52:42
20250827104746,0,0,0,0.00,2025-09-15 14:52:42
20250827062537,54,54,54,100.00,2025-09-15 14:52:42
20250826222927,41,41,41,100.00,2025-09-15 14:52:43
20250826184845,51,51,51,100.00,2025-09-15 14:52:44
20250826172247,49,49,49,100.00,2025-09-15 14:52:46
20250826151510,51,50,51,98.04,2025-09-15 14:52:47
20250826134525,55,55,55,100.00,2025-09-15 14:52:47
20250826104231,38,38,38,100.00,2025-09-15 14:52:47
20250826064720,3,3,3,100.00,2025-09-15 14:52:47
20250826053545,54,54,54,100.00,2025-09-15 14:52:48
20250826025343,42,42,42,100.00,2025-09-15 14:52:48
20250825204240,50,50,50,100.00,2025-09-15 14:52:48
20250825173437,50,50,50,100.00,2025-09-15 14:52:48
20250825134936,4,4,4,100.00,2025-09-15 14:52:48
20250825121622,46,46,46,100.00,2025-09-15 14:52:49
20250825111521,49,49,49,100.00,2025-09-15 14:52:49
20250825034412,48,47,48,97.92,2025-09-15 14:52:49
20250824232205,53,53,53,100.00,2025-09-15 14:52:49
20250824221650,53,52,53,98.11,2025-09-15 14:52:50
20250824152143,54,54,54,100.00,2025-09-15 14:52:50
20250824131329,53,53,53,100.00,2025-09-15 14:52:50
20250824111851,53,53,53,100.00,2025-09-15 14:52:51
20250824092215,7,7,7,100.00,2025-09-15 14:52:51
20250824091055,41,41,41,100.00,2025-09-15 14:52:51
20250824043334,44,44,44,100.00,2025-09-15 14:52:51
20250824032720,52,50,52,96.15,2025-09-15 14:52:51
20250823231832,53,53,53,100.00,2025-09-15 14:52:52
20250823220916,13,13,13,100.00,2025-09-15 14:52:52
20250823180239,53,53,53,100.00,2025-09-15 14:52:52
20250823131905,54,54,54,100.00,2025-09-15 14:52:52
20250823104442,40,39,40,97.50,2025-09-15 14:52:53
20250823050145,54,54,54,100.00,2025-09-15 14:52:53
20250823035355,53,53,53,100.00,2025-09-15 14:52:53
20250822230523,3,3,3,100.00,2025-09-15 14:52:53
20250822213612,47,46,47,97.87,2025-09-15 14:52:54
20250822195530,53,51,53,96.23,2025-09-15 14:52:54
20250822144805,50,49,49,100.00,2025-09-15 14:52:54
20250822133608,40,35,35,100.00,2025-09-15 14:52:54
20250822025251,49,49,49,100.00,2025-09-15 14:52:55
20250821222745,54,53,54,98.15,2025-09-15 14:52:55
20250821204948,4,4,4,100.00,2025-09-15 14:52:55
20250821190211,47,47,47,100.00,2025-09-15 14:52:55
20250821174617,54,54,54,100.00,2025-09-15 14:52:55
20250821120612,49,49,49,100.00,2025-09-15 14:52:56
20250821051048,31,29,31,93.55,2025-09-15 14:52:56
20250821030222,53,53,53,100.00,2025-09-15 14:52:56
20250821021355,49,48,49,97.96,2025-09-15 14:52:56
20250821004927,48,12,48,25.00,2025-09-15 14:52:57
20250820165144,53,53,53,100.00,2025-09-15 14:52:57
20250820143317,55,55,55,100.00,2025-09-15 14:52:58
20250820102115,52,51,52,98.08,2025-09-15 14:53:01
20250820062544,53,52,53,98.11,2025-09-15 14:53:02
20250820011734,47,47,47,100.00,2025-09-15 14:53:02
20250819230050,48,48,48,100.00,2025-09-15 14:53:03
20250819214219,24,24,24,100.00,2025-09-15 14:53:03
20250819185135,42,42,42,100.00,2025-09-15 14:53:03
20250819165914,52,52,52,100.00,2025-09-15 14:53:03
20250818221005,27,23,23,100.00,2025-09-15 14:53:03
20250818205625,2,2,2,100.00,2025-09-15 14:53:03
20250818174728,53,53,53,100.00,2025-09-15 14:53:04
20250818154318,54,54,54,100.00,2025-09-15 14:53:04
20250818065203,52,46,46,100.00,2025-09-15 14:53:04
20250818034914,3,3,3,100.00,2025-09-15 14:53:04
20250817231422,7,7,7,100.00,2025-09-15 14:53:04
20250817152956,20,18,18,100.00,2025-09-15 14:53:04
20250817105724,53,53,53,100.00,2025-09-15 14:53:05
20250817043049,5,5,5,100.00,2025-09-15 14:53:05
20250817032755,53,52,53,98.11,2025-09-15 14:53:05
20250817030128,8,8,8,100.00,2025-09-15 14:53:05
20250817015814,39,37,39,94.87,2025-09-15 14:53:05
20250816153154,50,50,50,100.00,2025-09-15 14:53:06
20250816112754,50,50,50,100.00,2025-09-15 14:53:06
20250816092217,6,6,6,100.00,2025-09-15 14:53:06
20250816055336,3,3,3,100.00,2025-09-15 14:53:06
20250816005943,53,50,53,94.34,2025-09-15 14:53:06
20250815204037,48,48,48,100.00,2025-09-15 14:53:06
20250815190411,4,3,4,75.00,2025-09-15 14:53:06
20250815151445,53,53,53,100.00,2025-09-15 14:53:07
20250815121103,39,39,39,100.00,2025-09-15 14:53:07
20250815102212,14,14,14,100.00,2025-09-15 14:53:07
20250815091119,51,51,51,100.00,2025-09-15 14:53:07
20250815015757,53,53,53,100.00,2025-09-15 14:53:07
20250814144636,48,48,48,100.00,2025-09-15 14:53:08
20250814131210,51,51,51,100.00,2025-09-15 14:53:08
20250814091258,53,53,53,100.00,2025-09-15 14:53:08
20250814011446,53,53,53,100.00,2025-09-15 14:53:08
20250813174813,52,52,52,100.00,2025-09-15 14:53:09
20250813111822,38,38,38,100.00,2025-09-15 14:53:09
20250813100814,53,53,53,100.00,2025-09-15 14:53:09
20250813021216,51,50,50,100.00,2025-09-15 14:53:09
20250813010801,53,53,53,100.00,2025-09-15 14:53:09
20250812152433,50,46,46,100.00,2025-09-15 14:53:10
20250812142530,53,53,53,100.00,2025-09-15 14:53:10
20250812020644,51,50,51,98.04,2025-09-15 14:53:10
20250811224043,52,47,52,90.38,2025-09-15 14:53:10
20250811064240,51,51,51,100.00,2025-09-15 14:53:11
20250810224622,17,16,17,94.12,2025-09-15 14:53:11
20250810215640,54,52,54,96.30,2025-09-15 14:53:11
20250810210050,48,29,48,60.42,2025-09-15 14:53:11
20250810171431,53,27,53,50.94,2025-09-15 14:53:11
20250810154037,51,45,51,88.24,2025-09-15 14:53:12
20250810135413,39,39,39,100.00,2025-09-15 14:53:12
20250810112101,1,1,1,100.00,2025-09-15 14:53:12
20250810103451,52,52,52,100.00,2025-09-15 14:53:12
20250810005949,40,40,40,100.00,2025-09-15 14:53:12
20250809203515,31,30,31,96.77,2025-09-15 14:53:13
20250809191022,49,49,49,100.00,2025-09-15 14:53:13
20250809165859,54,54,54,100.00,2025-09-15 14:53:13
20250809141643,0,0,0,0.00,2025-09-15 14:53:13
20250809104526,54,54,54,100.00,2025-09-15 14:53:13
20250809092334,40,40,40,100.00,2025-09-15 14:53:13
20250809023035,8,8,8,100.00,2025-09-15 14:53:14
20250809005507,1,1,1,100.00,2025-09-15 14:53:14
20250808210542,54,52,54,96.30,2025-09-15 14:53:14
20250808135530,43,42,42,100.00,2025-09-15 14:53:14
20250808124953,25,21,21,100.00,2025-09-15 14:53:14
20250808102442,3,3,3,100.00,2025-09-15 14:53:14
20250808095508,29,29,29,100.00,2025-09-15 14:53:15
20250808084823,9,9,9,100.00,2025-09-15 14:53:16
20250808025554,15,15,15,100.00,2025-09-15 14:53:17
20250808011736,4,4,4,100.00,2025-09-15 14:53:17
20250807224827,3,3,3,100.00,2025-09-15 14:53:17
20250807212311,47,45,46,97.83,2025-09-15 14:53:17
20250807152016,49,49,49,100.00,2025-09-15 14:53:19
20250807132927,4,4,4,100.00,2025-09-15 14:53:19
20250807111409,52,52,52,100.00,2025-09-15 14:53:20
20250807093511,3,3,3,100.00,2025-09-15 14:53:20
20250807043821,50,46,50,92.00,2025-09-15 14:53:20
20250807022900,51,49,50,98.00,2025-09-15 14:53:21
20250807011245,11,11,11,100.00,2025-09-15 14:53:21
20250806185309,4,4,4,100.00,2025-09-15 14:53:21
20250806055053,12,12,12,100.00,2025-09-15 14:53:21
20250806053057,7,7,7,100.00,2025-09-15 14:53:21
20250805225553,53,51,53,96.23,2025-09-15 14:53:22
20250805213225,54,53,54,98.15,2025-09-15 14:53:22
20250804182310,54,52,54,96.30,2025-09-15 14:53:22
20250804172123,53,51,53,96.23,2025-09-15 14:53:23
20250804171224,54,53,54,98.15,2025-09-15 14:53:23
20250804045809,51,51,51,100.00,2025-09-15 14:53:23
20250803220043,50,48,49,97.96,2025-09-15 14:53:24
20250803210320,49,49,49,100.00,2025-09-15 14:53:25
20250803195643,51,51,51,100.00,2025-09-15 14:53:25
20250803091549,51,51,51,100.00,2025-09-15 14:53:26
20250802134356,52,49,52,94.23,2025-09-15 14:53:26
20250802102401,47,46,47,97.87,2025-09-15 14:53:27
20250802090747,27,25,27,92.59,2025-09-15 14:53:27
20250802090211,20,19,20,95.00,2025-09-15 14:53:27
20250802062724,1,1,1,100.00,2025-09-15 14:53:27
20250802052337,52,50,52,96.15,2025-09-15 14:53:27
20250801231255,54,54,54,100.00,2025-09-15 14:53:28
20250801200710,52,50,52,96.15,2025-09-15 14:53:28
20250801150845,54,50,54,92.59,2025-09-15 14:53:28
20250801135822,51,51,51,100.00,2025-09-15 14:53:29
20250801115819,51,51,51,100.00,2025-09-15 14:53:29
20250801104912,50,48,50,96.00,2025-09-15 14:53:29
20250801093611,50,48,50,96.00,2025-09-15 14:53:29
20250801053823,51,51,51,100.00,2025-09-15 14:53:30
20250731232955,30,27,30,90.00,2025-09-15 14:53:31
20250731224354,54,53,54,98.15,2025-09-15 14:53:31
20250731215321,54,50,54,92.59,2025-09-15 14:53:32
20250731172353,51,48,51,94.12,2025-09-15 14:53:33
20250731155132,51,50,51,98.04,2025-09-15 14:53:34
20250731143857,50,47,50,94.00,2025-09-15 14:53:34
20250731135551,22,20,21,95.24,2025-09-15 14:53:35
20250731113046,51,49,51,96.08,2025-09-15 14:53:35
20250731093713,50,1,50,2.00,2025-09-15 14:53:35
20250731011737,51,50,51,98.04,2025-09-15 14:53:35
20250730180301,24,23,23,100.00,2025-09-15 14:53:35
20250730170309,52,52,52,100.00,2025-09-15 14:53:35
20250730110902,1,1,1,100.00,2025-09-15 14:53:35
20250730095558,54,51,54,94.44,2025-09-15 14:53:36
20250730040113,54,53,54,98.15,2025-09-15 14:53:36
20250729220347,53,49,53,92.45,2025-09-15 14:53:36
20250729215258,2,2,2,100.00,2025-09-15 14:53:36
20250729205858,51,39,51,76.47,2025-09-15 14:53:36
20250729142210,1,1,1,100.00,2025-09-15 14:53:36
20250729121345,44,41,44,93.18,2025-09-15 14:53:36
20250729104615,37,32,33,96.97,2025-09-15 14:53:36
20250729093713,49,48,48,100.00,2025-09-15 14:53:37
20250729023036,52,50,52,96.15,2025-09-15 14:53:37
20250729011606,53,52,53,98.11,2025-09-15 14:53:37
20250728181055,53,14,53,26.42,2025-09-15 14:53:37
20250728143228,51,48,51,94.12,2025-09-15 14:53:37
20250728100344,42,40,42,95.24,2025-09-15 14:53:38
20250728064513,48,47,48,97.92,2025-09-15 14:53:38
20250728023911,53,53,53,100.00,2025-09-15 14:53:38
20250728005857,41,36,37,97.30,2025-09-15 14:53:38
20250727215642,26,26,26,100.00,2025-09-15 14:53:38
20250727204306,49,46,49,93.88,2025-09-15 14:53:38
20250727185438,31,19,31,61.29,2025-09-15 14:53:38
20250727171824,51,44,51,86.27,2025-09-15 14:53:39
20250727124707,53,51,53,96.23,2025-09-15 14:53:39
20250727121532,54,49,53,92.45,2025-09-15 14:53:39
20250727111914,53,47,53,88.68,2025-09-15 14:53:39
20250727100253,50,49,50,98.00,2025-09-15 14:53:39
20250727035956,52,52,52,100.00,2025-09-15 14:53:40
20250727023852,52,49,52,94.23,2025-09-15 14:53:40
20250727010957,50,42,48,87.50,2025-09-15 14:53:40
20250726231234,53,51,53,96.23,2025-09-15 14:53:40
20250726220644,54,52,54,96.30,2025-09-15 14:53:40
20250726210405,52,51,52,98.08,2025-09-15 14:53:40
20250726152306,53,51,53,96.23,2025-09-15 14:53:41
20250726133556,53,51,53,96.23,2025-09-15 14:53:41
20250726092050,55,55,55,100.00,2025-09-15 14:53:41
20250726052252,54,52,54,96.30,2025-09-15 14:53:41
20250726035935,51,48,51,94.12,2025-09-15 14:53:41
20250726021920,52,52,52,100.00,2025-09-15 14:53:41
20250726012137,29,28,29,96.55,2025-09-15 14:53:42
20250725232348,52,47,49,95.92,2025-09-15 14:53:42
20250725222634,6,6,6,100.00,2025-09-15 14:53:42
20250725221150,46,46,46,100.00,2025-09-15 14:53:42
20250725213451,50,48,50,96.00,2025-09-15 14:53:42
20250725193655,54,52,54,96.30,2025-09-15 14:53:42
20250725170752,51,41,41,100.00,2025-09-15 14:53:42
20250725131732,48,44,48,91.67,2025-09-15 14:53:43
20250725120548,18,18,18,100.00,2025-09-15 14:53:43
20250725114338,31,30,31,96.77,2025-09-15 14:53:43
20250725072545,50,48,50,96.00,2025-09-15 14:53:43
20250725065450,28,25,27,92.59,2025-09-15 14:53:43
20250725055809,48,26,48,54.17,2025-09-15 14:53:43
20250725011410,53,52,53,98.11,2025-09-15 14:53:43
20250724221328,44,43,44,97.73,2025-09-15 14:53:44
20250724205102,53,30,51,58.82,2025-09-15 14:53:44
20250724191333,33,32,33,96.97,2025-09-15 14:53:44
20250724173407,51,49,51,96.08,2025-09-15 14:53:44
20250724161735,54,46,51,90.20,2025-09-15 14:53:44
20250724022425,54,51,54,94.44,2025-09-15 14:53:44
20250724005601,49,46,49,93.88,2025-09-15 14:53:45
20250723232533,54,32,54,59.26,2025-09-15 14:53:46
20250723222523,51,45,51,88.24,2025-09-15 14:53:46
20250723205933,53,51,53,96.23,2025-09-15 14:53:47
20250723204208,3,3,3,100.00,2025-09-15 14:53:47
20250723182909,51,49,51,96.08,2025-09-15 14:53:47
20250723174710,0,0,0,0.00,2025-09-15 14:53:47
20250723170521,53,52,53,98.11,2025-09-15 14:53:47
20250723144323,51,50,51,98.04,2025-09-15 14:53:49
20250723140715,54,54,54,100.00,2025-09-15 14:53:49
20250723125508,49,47,49,95.92,2025-09-15 14:53:49
20250723061833,50,42,50,84.00,2025-09-15 14:53:50
20250723051618,53,49,53,92.45,2025-09-15 14:53:50
20250723034055,51,51,51,100.00,2025-09-15 14:53:50
20250723024238,49,44,49,89.80,2025-09-15 14:53:50
20250723012323,51,50,51,98.04,2025-09-15 14:53:50
20250722234054,24,21,21,100.00,2025-09-15 14:53:50
20250722230855,5,5,5,100.00,2025-09-15 14:53:50
20250722223708,49,48,49,97.96,2025-09-15 14:53:51
20250722222139,3,2,3,66.67,2025-09-15 14:53:51
20250722214728,51,50,51,98.04,2025-09-15 14:53:51
20250722141614,50,50,50,100.00,2025-09-15 14:53:51
20250722130042,54,52,54,96.30,2025-09-15 14:53:51
20250722115519,54,53,54,98.15,2025-09-15 14:53:51
20250722093230,51,50,51,98.04,2025-09-15 14:53:52
20250722032106,51,51,51,100.00,2025-09-15 14:53:52
20250721231630,50,50,50,100.00,2025-09-15 14:53:52
20250721214914,53,52,53,98.11,2025-09-15 14:53:52
20250721161712,52,51,52,98.08,2025-09-15 14:53:52
20250721154948,54,54,54,100.00,2025-09-15 14:53:52
20250721145827,50,50,50,100.00,2025-09-15 14:53:53
20250721130426,54,54,54,100.00,2025-09-15 14:53:53
20250721113252,51,51,51,100.00,2025-09-15 14:53:53
20250721103616,55,55,55,100.00,2025-09-15 14:53:53
20250721093210,49,49,49,100.00,2025-09-15 14:53:53
20250721061705,52,52,52,100.00,2025-09-15 14:53:53
